*name; short_name;description;latitude;longitude;elevation;type;type_name;country;icao;frequency;rwy_landable;rwy_lenght;rwy_direc;rwy_surface;rwy_surface_name;rwy_bidirectional
Peine-Eddesse;PeinEd;;52.24'230"N;010.13'700"E;76;768;Sonderlandeplatz;1060;EDVP;122.600;1;900;250;1;Asphalt;1
Peine-Glindbruchkippe;PeinGl;;52.19'433"N;010.10'983"E;70;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Pennewitz;Pennwt;;50.40'170"N;011.03'680"E;455;768;Sonderlandeplatz;1060;EDOS;123.050;1;450;240;3;Gras;1
Perleberg' Prignitz;Perlbr;;53.04'217"N;011.49'100"E;30;1792;Segelfluggel‰nde;1060;;122.300;1;0;0;5;Belag unbekannt;1
Pfarrkirchen;Pfarrk;;48.25'270"N;012.51'980"E;386;768;Sonderlandeplatz;1060;EDNP;119.975;1;700;250;3;Gras;1
Pfingstweide bei Butzbach;Pfings;;50.26'167"N;008.37'500"E;330;1792;Segelfluggel‰nde;1060;;123.475;1;0;0;5;Belag unbekannt;1
Pfullendorf;Pfulln;;47.54'570"N;009.15'170"E;701;768;Sonderlandeplatz;1060;EDTP;123.250;1;609;200;3;Gras;1
Pinnow;Pinnow;;53.37'000"N;011.33'670"E;44;768;Sonderlandeplatz;1060;EDBP;122.500;1;800;190;3;Gras;1
Pirmasens;Pirmsn;;49.16'000"N;007.29'500"E;380;768;Sonderlandeplatz;1060;EDRP;122.350;1;750;230;1;Asphalt;1
Pirna-Pratzschwitz;PirnPr;;50.58'750"N;013.55'000"E;122;768;Sonderlandeplatz;1060;EDAR;118.625;1;800;300;3;Gras;1
Plaetzer;Platzr;;50.42'500"N;009.43'933"E;340;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Pleidelsheim;Pledls;;48.56'933"N;009.11'300"E;188;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Plettenberg-Hueinghausen;Plettn;;51.11'580"N;007.47'530"E;299;768;Sonderlandeplatz;1060;EDKP;122.925;1;430;290;3;Gras;1
Polheim-Viehheide;PolhmV;;50.31'933"N;008.44'133"E;236;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Poltringen (Ammerbuch);Poltrn;;48.32'817"N;008.56'683"E;401;1792;Segelfluggel‰nde;1060;;123.050;1;0;0;5;Belag unbekannt;1
Porta-Westfalica;PortWs;;52.13'300"N;008.51'830"E;45;768;Sonderlandeplatz;1060;EDVY;122.375;1;710;230;1;Asphalt;1
Pritzwalk-Kammermark;Pritzw;;53.11'750"N;012.09'883"E;88;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Pritzwalk-Sommersberg;Pritz1;;53.10'900"N;012.11'100"E;88;768;Sonderlandeplatz;1060;EDBU;122.600;1;670;260;3;Gras;1
Purkshof;Purksh;;54.09'750"N;012.15'000"E;20;768;Sonderlandeplatz;1060;EDCX;122.400;1;1100;220;3;Gras;1
Quakenbrueck;Quaknb;;52.39'833"N;007.55'267"E;25;1792;Segelfluggel‰nde;1060;;122.300;1;0;0;5;Belag unbekannt;1
RAMSBACH X      *FL03;RAMSB;;48.30'050"N;008.08'300"E;230;2816;Auﬂenlandefeld;1060;;121.500;0;250;330;4;sonstiger Belag;1
REETZERHUTTE"N;REETZ;;52.06'200"N;012.24'117"E;151;768;Sonderlandeplatz;1060;?;1  .  0;0;770;70;3;Gras;1
ROTTACH EGERN   *FLD1;ROTTA;;47.41'000"N;011.47'000"E;750;2816;Auﬂenlandefeld;1060;;1  .  0;0;400;90;3;Gras;1
Radevormwald;Radvrm;;51.12'983"N;007.22'950"E;389;1792;Segelfluggel‰nde;1060;;123.475;1;0;0;5;Belag unbekannt;1
Rammertshof;Rammrt;;49.26'350"N;011.48'383"E;384;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Ramstein;Ramstn;;49.26'200"N;007.36'000"E;238;512;milit‰rischer Flugplatz;1060;ETAR;123.550;1;2448;85;0;Beton;1
Rechlin-Laerz;Rechln;;53.18'300"N;012.45'170"E;67;768;Sonderlandeplatz;1060;EDAX;123.050;1;2080;260;0;Beton;1
Regensburg-Oberhub;Regnsb;;49.08'580"N;012.05'000"E;396;768;Sonderlandeplatz;1060;EDNR;118.625;1;680;280;1;Asphalt;1
Reichelsheim;Reichl;;50.20'220"N;008.52'750"E;121;768;Sonderlandeplatz;1060;EDFB;119.000;1;730;360;1;Asphalt;1
Reinheim;Reinhm;;49.50'350"N;008.50'933"E;155;1792;Segelfluggel‰nde;1060;;123.475;1;0;0;5;Belag unbekannt;1
Reinsdorf;Reinsd;;51.54'080"N;013.11'770"E;102;768;Sonderlandeplatz;1060;EDOD;122.850;1;1280;99;3;Gras;1
Reiselfingen;Reislf;;47.51'117"N;008.22'333"E;738;1792;Segelfluggel‰nde;1060;;123.000;1;0;0;5;Belag unbekannt;1
Rendsburg-Schachtholm;Rendsb;;54.13'180"N;009.36'270"E;7;768;Sonderlandeplatz;1060;EDXR;123.650;1;960;210;1;Asphalt;1
Renneritz;Rennrt;;51.35'670"N;012.14'200"E;94;768;Sonderlandeplatz;1060;EDOX;123.475;1;900;250;3;Gras;1
Rerik-Zweedorf;RerkZw;;54.04'950"N;011.39'000"E;9;768;Sonderlandeplatz;1060;EDCR;126.500;1;720;260;3;Gras;1
Rheine Bentlage;RhenBn;;52.17'500"N;007.23'200"E;40;512;milit‰rischer Flugplatz;1060;ETH"E;122.100;1;508;80;1;Asphalt;1
Rheine-Eschendorf;RhenEs;;52.16'630"N;007.29'530"E;40;768;Sonderlandeplatz;1060;EDX"E;122.050;1;638;290;3;Gras;1
Riedelbach;Riedlb;;50.18'100"N;008.22'983"E;514;1792;Segelfluggel‰nde;1060;;130.125;1;0;0;5;Belag unbekannt;1
Riedlingen;Riedln;;48.08'667"N;009.28'017"E;528;1792;Segelfluggel‰nde;1060;;129.975;1;0;0;5;Belag unbekannt;1
Riesa-Canitz;RiesCn;;51.18'217"N;013.13'633"E;123;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Riesa-Goehlis;RiesGh;;51.17'670"N;013.21'400"E;98;768;Sonderlandeplatz;1060;EDAU;122.600;1;1000;300;1;Asphalt;1
Rinteln;Rintln;;52.10'400"N;009.03'400"E;55;768;Sonderlandeplatz;1060;EDVR;122.925;1;600;290;1;Asphalt;1
Roitzschjora;Roitzs;;51.34'750"N;012.29'700"E;88;768;Sonderlandeplatz;1060;EDAW;122.000;1;1200;280;3;Gras;1
Rosenthal-Field/Ploessen;Rosnth;;49.51'850"N;011.47'350"E;456;768;Sonderlandeplatz;1060;EDQP;127.450;1;650;270;1;Asphalt;1
Rossfeld;Rossfl;;48.30'817"N;009.20'067"E;800;1792;Segelfluggel‰nde;1060;;122.475;1;0;0;5;Belag unbekannt;1
Rostock-Laage;Rostck;;53.55'120"N;012.16'700"E;42;1024;Flughafen;1060;ETNL;118.425;1;2500;280;0;Beton;1
Rote Wiese;RotWs;;52.14'083"N;010.58'850"E;111;1792;Segelfluggel‰nde;1060;;122.475;1;0;0;5;Belag unbekannt;1
Rotenburg-Wuemme;Rotnbr;;53.07'700"N;009.21'000"E;30;768;Sonderlandeplatz;1060;EDXQ;122.050;1;806;260;1;Asphalt;1
Roth;Roth;;49.13'083"N;011.06'050"E;387;512;milit‰rischer Flugplatz;1060;ETHR;122.100;1;535;270;5;Belag unbekannt;1
Rothenberg;Rothnb;;49.28'600"N;008.55'933"E;475;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Rothenburg o.d.Tauber;Rothn1;;49.23'400"N;010.13'170"E;399;768;Sonderlandeplatz;1060;EDFR;118.175;1;800;210;1;Asphalt;1
Rothenburg/Goerlitz;Rothn2;;51.21'870"N;014.57'000"E;158;768;Sonderlandeplatz;1060;EDBR;123.250;1;2500;360;1;Asphalt;1
Rottweil-Zepfenhahn;Rottwl;;48.11'250"N;008.43'330"E;745;768;Sonderlandeplatz;1060;EDSZ;120.075;1;803;260;1;Asphalt;1
Rudolstadt-Groschwitz;Rudlst;;50.44'000"N;011.14'500"E;468;768;Sonderlandeplatz;1060;EDOK;122.600;1;800;250;3;Gras;1
SCHLIERSTADT SEL;SCHLI;;49.26'583"N;009.21'750"E;335;768;Sonderlandeplatz;1060;?;122.675;0;540;180;3;Gras;1
SCHOEMBERG      *FL02;SCHXX;;48.23'567"N;008.24'750"E;732;2816;Auﬂenlandefeld;1060;;1  .  0;0;400;130;4;sonstiger Belag;1
SCHOENAU2       *FELD;SCH22;;47.47'150"N;007.53'983"E;535;2816;Auﬂenlandefeld;1060;;1  .  0;0;400;40;4;sonstiger Belag;1
SCHWAIGHOFE"N;SCHHF;;48.23'083"N;010.02'100"E;472;768;Sonderlandeplatz;1060;?;123.000;0;800;90;3;Gras;1
SCHWEINFURT;SCHW"E;;50.02'800"N;010.10'200"E;241;768;Sonderlandeplatz;1060;ETOA;122.100;0;690;90;1;Asphalt;1
SPERENBERG  CLSD*   ?;SPER"E;;52.07'950"N;013.18'467"E;50;2816;Auﬂenlandefeld;1060;;122.700;0;1000;90;0;Beton;1
ST BLASIEN      *FELD;STBF"E;;47.46'483"N;008.06'883"E;780;2816;Auﬂenlandefeld;1060;;1  .  0;0;250;140;4;sonstiger Belag;1
Saal/Saale;SaalSl;;50.18'567"N;010.22'333"E;262;1792;Segelfluggel‰nde;1060;;122.475;1;0;0;5;Belag unbekannt;1
Saarbruecken;Saarbr;;49.12'930"N;007.06'620"E;321;256;Internationaler Flugplatz;1060;EDDR;118.350;1;2000;88;1;Asphalt;1
Saarlouis-Dueren;Saarls;;49.18'820"N;006.40'480"E;341;768;Sonderlandeplatz;1060;EDRJ;122.600;1;800;75;1;Asphalt;1
Saarmund;Saarmn;;52.18'500"N;013.06'000"E;53;768;Sonderlandeplatz;1060;EDCS;123.650;1;520;280;3;Gras;1
Salzgitter-Druette;Salzgt;;52.09'330"N;010.25'670"E;100;768;Sonderlandeplatz;1060;EDVS;122.850;1;555;250;1;Asphalt;1
Salzgitter-Schaeferstuhl;Salzg1;;52.02'000"N;010.21'330"E;209;768;Sonderlandeplatz;1060;EDVJ;122.500;1;950;290;3;Gras;1
Saulgau;Saulg;;48.01'820"N;009.30'400"E;580;768;Sonderlandeplatz;1060;EDTU;123.600;1;450;310;1;Asphalt;1
Schaefhalde;Schfhl;;48.41'617"N;010.05'950"E;630;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Schameder;Schmdr;;51.00'080"N;008.18'470"E;545;768;Sonderlandeplatz;1060;EDGQ;122.025;1;750;280;3;Gras;1
Schauendahl;Schndh;;54.30'050"N;009.04'183"E;15;1792;Segelfluggel‰nde;1060;;122.300;1;0;0;5;Belag unbekannt;1
Scheuen;Sch1;;52.40'100"N;010.05'267"E;55;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Schlechtenfeld;Schlch;;48.17'033"N;009.40'433"E;550;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Schleswig;Schlsw;;54.27'533"N;009.31'050"E;21;512;milit‰rischer Flugplatz;1060;ETNS;122.100;1;2439;40;0;Beton;1
Schleswig-Kropp;Schls1;;54.25'500"N;009.32'400"E;16;768;Sonderlandeplatz;1060;EDXC;118.650;1;800;270;3;Gras;1
Schmallenberg-Rennefeld;Schmll;;51.09'770"N;008.15'600"E;466;768;Sonderlandeplatz;1060;EDKR;122.425;1;620;280;3;Gras;1
Schmidgaden/Oberpfalz;Schmdg;;49.25'850"N;012.05'900"E;380;768;Sonderlandeplatz;1060;EDPQ;123.000;1;520;300;1;Asphalt;1
Schmoldow;Schmld;;53.58'200"N;013.20'600"E;32;768;Sonderlandeplatz;1060;EDBY;122.850;1;900;330;3;Gras;1
Schnuckenheide-Repke;Schnck;;52.43'000"N;010.31'967"E;100;1792;Segelfluggel‰nde;1060;;123.475;1;0;0;5;Belag unbekannt;1
Schoenebeck-Zackmuende;Schnbc;;51.59'800"N;011.47'470"E;51;768;Sonderlandeplatz;1060;EDOZ;123.000;1;840;250;3;Gras;1
Schoenhagen;Schnhg;;52.12'400"N;013.09'400"E;40;768;Sonderlandeplatz;1060;EDAZ;122.700;1;840;250;1;Asphalt;1
Schotten;Schttn;;50.32'100"N;009.08'933"E;500;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Schreckhof;Schrck;;49.21'083"N;009.07'250"E;274;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Schwabach-Heidenberg;Schwbc;;49.16'180"N;011.00'650"E;360;768;Sonderlandeplatz;1060;EDPH;135.425;1;482;290;1;Asphalt;1
Schwabmuenchen;Schwbm;;48.10'820"N;010.42'250"E;550;768;Sonderlandeplatz;1060;EDNS;122.500;1;850;270;3;Gras;1
Schwaebisch Hall-Hessental;Schwbs;;49.07'200"N;009.46'720"E;399;1024;Flughafen;1060;EDTY;129.225;1;920;83;1;Asphalt;1
Schwandorf;Schwnd;;49.20'500"N;012.11'170"E;387;768;Sonderlandeplatz;1060;EDPF;119.900;1;630;300;3;Gras;1
Schwann-Conweiler;Schwnn;;48.50'150"N;008.32'333"E;470;1792;Segelfluggel‰nde;1060;;122.300;1;0;0;5;Belag unbekannt;1
Schwarzheide-Schipkau;Schwrz;;51.29'400"N;013.52'750"E;101;768;Sonderlandeplatz;1060;EDBZ;129.975;1;850;260;3;Gras;1
Schweighofen;Schwgh;;49.01'970"N;007.59'450"E;150;768;Sonderlandeplatz;1060;EDRO;123.000;1;560;260;3;Gras;1
Schweinfurt-Sued;Schwnf;;50.00'700"N;010.15'150"E;209;768;Sonderlandeplatz;1060;EDFS;119.975;1;780;280;3;Gras;1
Schwenningen am Neckar;Schwn1;;48.04'000"N;008.34'330"E;661;768;Sonderlandeplatz;1060;EDTS;122.850;1;631;230;1;Asphalt;1
Seedorf;Seedrf;;53.20'230"N;009.15'630"E;22;768;Sonderlandeplatz;1060;EDXS;119.650;1;450;250;3;Gras;1
Segeletz;Segltz;;52.49'600"N;012.32'500"E;43;768;Sonderlandeplatz;1060;EDAI;123.500;1;925;290;3;Gras;1
Sevelen;Sevln;;51.29'333"N;006.25'650"E;28;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Siegen-Eisernhardt;Siegn"E;;50.50'250"N;008.00'783"E;388;1792;Segelfluggel‰nde;1060;;123.375;1;0;0;5;Belag unbekannt;1
Siegerland;Siegrl;;50.42'500"N;008.05'000"E;599;1024;Flughafen;1060;EDGS;124.275;1;1620;130;1;Asphalt;1
Sierksdorf/Hof Altona;Sierks;;54.04'170"N;010.44'670"E;24;768;Sonderlandeplatz;1060;EDXT;122.000;1;500;210;3;Gras;1
Singhofen;Singhf;;50.16'383"N;007.51'400"E;300;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Sinsheim;Sinshm;;49.14'833"N;008.53'617"E;158;1792;Segelfluggel‰nde;1060;;122.475;1;0;0;5;Belag unbekannt;1
Soemmerda-Dermsdorf;Soemmr;;51.12'020"N;011.11'630"E;138;768;Sonderlandeplatz;1060;EDBS;124.000;1;780;250;3;Gras;1
Soest/Bad Sassendorf;SoestB;;51.34'770"N;008.12'930"E;120;768;Sonderlandeplatz;1060;EDLZ;122.600;1;820;260;3;Gras;1
Sonnen;Sonnen;;48.41'900"N;013.41'780"E;823;768;Sonderlandeplatz;1060;EDPS;122.050;1;420;200;1;Asphalt;1
Spangdahlem;Spangd;;49.58'600"N;006.41'900"E;364;512;milit‰rischer Flugplatz;1060;ETAD;122.200;1;3055;50;0;Beton;1
Speyer;Speyer;;49.18'350"N;008.27'150"E;95;768;Sonderlandeplatz;1060;EDRY;118.075;1;889;166;1;Asphalt;1
Sprossen;Sprssn;;51.02'600"N;012.14'000"E;205;768;Sonderlandeplatz;1060;EDCH;120.975;1;660;270;3;Gras;1
St. Michaelisdonn;St.Mch;;53.58'700"N;009.08'670"E;38;768;Sonderlandeplatz;1060;EDXM;122.500;1;700;260;1;Asphalt;1
St. Peter-Ording;St.Ptr;;54.18'500"N;008.41'270"E;2;768;Sonderlandeplatz;1060;EDXO;119.150;1;670;250;1;Asphalt;1
Stade;Stade;;53.33'600"N;009.30'000"E;19;768;Sonderlandeplatz;1060;EDHS;123.000;1;650;290;0;Beton;1
Stadtlohn-Wenningfeld;Stadtl;;51.59'820"N;006.50'400"E;48;768;Sonderlandeplatz;1060;EDLS;119.200;1;893;290;1;Asphalt;1
Stahringen-Wahlwies;Stahrn;;47.48'217"N;008.58'767"E;411;1792;Segelfluggel‰nde;1060;;130.125;1;0;0;5;Belag unbekannt;1
Stauffenbuehl;Staffn;;51.09'933"N;010.02'933"E;260;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Stechow-Ferchesar;Stechw;;52.39'000"N;012.29'300"E;45;768;Sonderlandeplatz;1060;EDUA;122.200;1;490;220;3;Gras;1
Steinberg b Surwold;Stenbr;;52.57'350"N;007.33'283"E;30;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Steinberg b Wesseln;Stenb1;;52.05'050"N;010.00'933"E;190;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Stendal-Borstel;Stendl;;52.37'730"N;011.49'100"E;56;768;Sonderlandeplatz;1060;EDOV;122.400;1;1980;260;0;Beton;1
Stillberghof;Stillb;;48.43'900"N;010.50'083"E;504;1792;Segelfluggel‰nde;1060;;123.475;1;0;0;5;Belag unbekannt;1
Stoelln/Rhinow;Stolln;;52.44'600"N;012.23'500"E;40;768;Sonderlandeplatz;1060;EDOR;123.500;1;0;270;3;Gras;1
Stolberg-Diepenlinchen;Stolbr;;50.46'100"N;006.16'750"E;260;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;1;Asphalt;1
Stralsund;Strlsn;;54.20'330"N;013.02'830"E;15;768;Sonderlandeplatz;1060;EDBV;118.625;1;900;230;3;Gras;1
Straubing-Wallmuehle;Strbng;;48.54'120"N;012.31'180"E;319;768;Sonderlandeplatz;1060;EDMS;124.650;1;940;270;1;Asphalt;1
Strausberg;Strsbr;;52.34'830"N;013.55'020"E;80;768;Sonderlandeplatz;1060;EDAY;123.050;1;1200;230;1;Asphalt;1
Stuede-Bernsteinsee;StudBr;;52.33'850"N;010.41'033"E;75;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Stuttgart;Stuttg;;48.41'400"N;009.13'300"E;386;256;Internationaler Flugplatz;1060;EDDS;118.800;1;3350;250;0;Beton;1
Suhl-Goldlauter;SuhlGl;;50.37'900"N;010.43'600"E;588;768;Sonderlandeplatz;1060;EDQS;122.725;1;570;280;3;Gras;1
Sultmer Berg;Sultmr;;51.43'767"N;009.59'483"E;220;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Sundern-Seidfeld;Sundrn;;51.18'383"N;007.58'817"E;335;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
TEMPLIN  GR DOEL;TEMPL;;53.01'900"N;013.32'600"E;54;768;Sonderlandeplatz;1060;EDUT;1  .  0;0;1000;90;1;Asphalt;1
TROLLENBERG     *FL04;TROLL;;48.21'617"N;008.27'017"E;670;2816;Auﬂenlandefeld;1060;;1  .  0;0;400;110;4;sonstiger Belag;1
Tannheim;Tannhm;;48.00'700"N;010.06'120"E;580;768;Sonderlandeplatz;1060;EDMT;122.825;1;710;270;3;Gras;1
Tarmstedt;Tarmst;;53.15'133"N;009.06'567"E;39;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Tauberbischofsheim;Taubrb;;49.38'900"N;009.37'933"E;282;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Taucha;Taucha;;51.24'000"N;012.32'200"E;150;768;Sonderlandeplatz;1060;EDCT;122.000;1;600;250;3;Gras;1
Thalmaessing-Waizenhofen;Thalms;;49.03'830"N;011.12'670"E;577;768;Sonderlandeplatz;1060;EDPW;123.650;1;412;350;3;Gras;1
Thannhausen;Thannh;;48.17'280"N;010.26'720"E;491;768;Sonderlandeplatz;1060;EDNU;118.175;1;500;260;3;Gras;1
Tirschenreuth Im unteren Stadtteich;Tirsch;;49.52'433"N;012.19'500"E;490;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;1;Asphalt;1
Titschendorf;Titsch;;50.23'833"N;011.31'467"E;651;1792;Segelfluggel‰nde;1060;;122.300;1;0;0;5;Belag unbekannt;1
Traben-Trabach/Mont Royal;TrabnT;;49.57'920"N;007.06'920"E;280;768;Sonderlandeplatz;1060;EDRM;123.000;1;750;360;3;Gras;1
Treuchtlingen-Bubenheim;Trecht;;48.59'820"N;010.53'900"E;410;768;Sonderlandeplatz;1060;EDNT;122.600;1;1030;330;3;Gras;1
Trier-Foehren;TrirFh;;49.51'880"N;006.47'330"E;203;768;Sonderlandeplatz;1060;EDRT;122.050;1;1130;230;0;Beton;1
Troestau;Trost;;50.01'183"N;011.55'883"E;560;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
UNTERBUCHEN     *FL11;UNTBU;;47.47'000"N;011.29'000"E;632;2816;Auﬂenlandefeld;1060;;1  .  0;0;300;40;4;sonstiger Belag;1
UNTERENTERSBACH *FLA9;UNTXX;;48.19'800"N;008.02'433"E;198;2816;Auﬂenlandefeld;1060;;1  .  0;0;500;160;4;sonstiger Belag;1
URSPRING;URSPR;;48.33'150"N;009.54'267"E;663;768;Sonderlandeplatz;1060;S;123.500;0;700;150;3;Gras;1
Uebersberg;Uebrsb;;48.27'450"N;009.18'267"E;780;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Uelzen;Uelzen;;52.59'080"N;010.28'000"E;75;768;Sonderlandeplatz;1060;EDVU;122.850;1;600;270;1;Asphalt;1
Uetersen;Uetrsn;;53.38'800"N;009.42'320"E;7;768;Sonderlandeplatz;1060;EDH"E;122.700;1;900;270;3;Gras;1
Ummern;Ummern;;52.37'233"N;010.24'650"E;65;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Unterschuepf;Untrsc;;49.31'000"N;009.40'170"E;352;768;Sonderlandeplatz;1060;EDGU;122.600;1;670;270;3;Gras;1
Unterwoessen;Untrws;;47.43'700"N;012.26'217"E;555;1792;Segelfluggel‰nde;1060;;122.300;1;0;0;5;Belag unbekannt;1
Uslar;Uslar;;51.39'767"N;009.36'550"E;260;1792;Segelfluggel‰nde;1060;;129.975;1;0;0;5;Belag unbekannt;1
Utscheid;Utschd;;49.59'933"N;006.20'583"E;424;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
VOGELSBERG      *FL03;VOGEL;;48.23'517"N;008.26'867"E;690;2816;Auﬂenlandefeld;1060;;1  .  0;0;200;290;4;sonstiger Belag;1
VORDERRISS      *FL12;VORD"E;;47.33'000"N;011.26'000"E;810;2816;Auﬂenlandefeld;1060;;1  .  0;0;300;170;3;Gras;1
Valhingen/Enz;Valhng;;48.56'183"N;008.58'717"E;312;1792;Segelfluggel‰nde;1060;;123.375;1;0;0;5;Belag unbekannt;1
Varrelbusch;Varrlb;;52.54'400"N;008.02'500"E;39;768;Sonderlandeplatz;1060;EDWU;123.000;1;930;270;3;Gras;1
Verden-Scharnhorst;VerdnS;;52.58'000"N;009.17'080"E;44;768;Sonderlandeplatz;1060;EDWV;122.400;1;510;310;3;Gras;1
Vielbrunn;Vielbr;;49.43'183"N;009.04'600"E;460;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Vilsbiburg;Vilsbb;;48.25'650"N;012.20'700"E;442;768;Sonderlandeplatz;1060;EDMP;123.000;1;450;210;3;Gras;1
Vilseck;Vilsck;;49.38'083"N;011.45'883"E;411;512;milit‰rischer Flugplatz;1060;ETOI;122.100;1;1067;280;0;Beton;1
Vilshofen;Vilshf;;48.38'170"N;013.11'700"E;302;768;Sonderlandeplatz;1060;EDMV;119.175;1;750;300;1;Asphalt;1
Vinsebeck-Frankenberg;Vinsbc;;51.50'533"N;009.00'917"E;247;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Voelkleshofen-Lichtenberg;Voelkl;;49.00'567"N;009.21'367"E;394;1792;Segelfluggel‰nde;1060;;130.125;1;0;0;5;Belag unbekannt;1
Vogtareuth;Vogtrt;;47.56'820"N;012.12'370"E;468;768;Sonderlandeplatz;1060;EDNV;121.025;1;400;240;1;Asphalt;1
WACKERSBERG     *FLD1;WACK"E;;47.44'000"N;011.33'000"E;730;2816;Auﬂenlandefeld;1060;;1  .  0;0;500;90;3;Gras;1
WARBELOW MIL;WARLO;;53.59'600"N;012.42'750"E;22;1792;Segelfluggel‰nde;1060;;122.100;0;700;70;1;Asphalt;1
WARNGAU;WARNG;;47.49'467"N;011.42'267"E;700;1792;Segelfluggel‰nde;1060;;1  .  0;0;600;20;1;Asphalt;1
WIESBADE"N;WIESB;;50.02'983"N;008.19'517"E;140;768;Sonderlandeplatz;1060;ETOU;122.100;0;2150;80;1;Asphalt;1
WITTSTOCK CLOSED* CLS;WITCL;;53.12'117"N;012.31'217"E;70;2816;Auﬂenlandefeld;1060;;121.500;0;2400;80;1;Asphalt;1
WUERZBACH       *FL11;WUERZ;;48.43'050"N;008.38'167"E;690;2816;Auﬂenlandefeld;1060;;1  .  0;0;400;50;4;sonstiger Belag;1
Waechtersberg-Hub;Waecht;;48.36'883"N;008.45'317"E;593;1792;Segelfluggel‰nde;1060;;123.475;1;0;0;5;Belag unbekannt;1
Wahlstedt;Wahlst;;53.58'100"N;010.13'400"E;39;768;Sonderlandeplatz;1060;EDHW;121.025;1;600;290;3;Gras;1
Waldeck;Waldck;;51.13'433"N;009.03'433"E;400;1792;Segelfluggel‰nde;1060;;123.475;1;0;0;5;Belag unbekannt;1
Walldorf;Walldr;;49.18'300"N;008.39'600"E;105;768;Sonderlandeplatz;1060;EDGX;118.275;1;425;360;3;Gras;1
Wallduern;Walld1;;49.34'970"N;009.24'200"E;400;768;Sonderlandeplatz;1060;EDEW;122.750;1;730;240;1;Asphalt;1
Walsrode-Luisenhoehe;Walsrd;;52.53'317"N;009.36'000"E;60;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Wangen-Kissleg;WangnK;;47.45'267"N;009.51'417"E;640;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Wangerooge;Wangrg;;53.47'200"N;007.55'000"E;2;768;Sonderlandeplatz;1060;EDWG;122.400;1;850;280;1;Asphalt;1
Warburg-Am Heinberg;Warbrg;;51.29'783"N;009.05'367"E;170;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Waren-Vielist;WarnVl;;53.34'080"N;012.39'400"E;86;768;Sonderlandeplatz;1060;EDOW;130.325;1;800;220;3;Gras;1
Wasserkuppe;Wassrk;;50.29'933"N;009.57'933"E;919;1792;Segelfluggel‰nde;1060;;133.425;1;0;0;5;Belag unbekannt;1
Weiden/Oberpfalz;WeidnO;;49.40'700"N;012.07'080"E;405;768;Sonderlandeplatz;1060;EDQW;118.200;1;570;320;0;Beton;1
Weimar-Umpferstedt;WeimrU;;50.57'920"N;011.24'080"E;296;768;Sonderlandeplatz;1060;EDOU;122.400;1;670;280;0;Beton;1
